CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal
758211483,Existing Customer,45,M,5,Unknown,Married,$60K - $80K,Blue,38,6895.0,2314
801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,25894.0,2517
716329383,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,3138.0,986
716871633,Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,12055.0,1858
718491708,Existing Customer,53,F,2,College,Single,Unknown,Blue,38,16592.0,1435
787502883,Existing Customer,60,F,1,Doctorate,Single,Unknown,Silver,48,34516.0,1542
715183308,Existing Customer,47,M,3,Post-Graduate,Unknown,Unknown,Silver,38,33184.0,855
713872833,Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,10753.0,1845
708535158,Existing Customer,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,9959.0,1501
711658758,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,2069.0,1101
717248583,Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,11362.0,1871
713087958,Existing Customer,53,M,4,High School,Divorced,$120K +,Blue,36,34516.0,1337
721495458,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,32,20001.0,0
786097158,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,8786.0,1559
712219083,Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,7142.0,1917
715327683,Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,4477.0,2517
715624533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,30,5357.0,1272
715599633,Existing Customer,51,M,1,College,Married,$80K - $120K,Silver,38,34516.0,0
718958583,Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,2367.0,1606
717397983,Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,23402.0,958
715037133,Existing Customer,40,M,3,Doctorate,Unknown,Less than $40K,Blue,36,4587.0,1771
818767458,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,6565.0,1130
778863258,Attrited Customer,46,F,4,Unknown,Married,Unknown,Blue,27,6030.0,0
712075083,Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,6982.0,0
711963183,Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,5128.0,0
720903258,Attrited Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,9405.0,0
772404633,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Silver,39,34516.0,1118
713302758,Existing Customer,49,M,2,Graduate,Married,$120K +,Blue,40,14646.0,1448
717859233,Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,12578.0,2517
712955433,Existing Customer,36,F,4,Uneducated,Unknown,$40K - $60K,Blue,16,4370.0,1222
718292283,Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,3416.0,1970
713197308,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,6224.0,0
789175683,Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,10741.0,2517
811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,34516.0,687
818476383,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,34516.0,1514
720164358,Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,6058.0,0
710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,8561.0,915
711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,9959.0,0
721486908,Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,7645.0,2076
711210633,Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,1922.0,1124
712570458,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,5625.0,1640
712058133,Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,2274.0,708
708153558,Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,34516.0,1802
709893858,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,9422.0,2108
709225758,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,37,7469.0,2474
709984083,Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,3849.0,1281
711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,34516.0,0
822125283,Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,4778.0,1351
717340608,Existing Customer,51,F,3,High School,Single,Unknown,Gold,39,34516.0,1873
711084183,Existing Customer,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,5168.0,2265
720891633,Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,3199.0,0
719607183,Existing Customer,55,F,2,Graduate,Single,Unknown,Blue,42,21046.0,1631
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,34516.0,2452
717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,6540.0,0
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,8141.0,1811
788240358,Existing Customer,40,F,5,Graduate,Married,Unknown,Silver,24,33441.0,686
716098683,Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,5496.0,1816
802675983,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,3794.0,1544
712716108,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,5785.0,2130
709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,19387.0,810
708682908,Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,28,2838.0,1934
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,4086.0,1974
708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,31987.0,0
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,9043.0,1974
740065833,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,11128.0,2517
721063533,Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,3062.0,2058
718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,23981.0,2135
780064983,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,34516.0,942
770920908,Existing Customer,39,F,0,Unknown,Single,$40K - $60K,Silver,26,22054.0,1146
718046433,Existing Customer,53,F,2,Graduate,Unknown,Less than $40K,Blue,35,2199.0,693
711842508,Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,9303.0,1580
772869033,Existing Customer,47,M,3,Unknown,Single,$120K +,Gold,38,34516.0,1342
715298808,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,7566.0,1618
708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,11343.0,0
787496733,Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,35,15155.0,1287
789469083,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,10795.0,0
709497108,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36,6633.0,1322
784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,8572.0,2128
720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,34516.0,2330
719178183,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,34516.0,2517
789560433,Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,14895.0,0
712931733,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,2636.0,1257
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,9511.0,2220
771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,10896.0,2517
713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,8401.0,1085
715360458,Existing Customer,45,F,3,Graduate,Divorced,Unknown,Blue,36,12406.0,1980
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,6769.0,274
714821433,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,2737.0,0
779263533,Existing Customer,34,F,2,Graduate,Unknown,Unknown,Silver,16,32292.0,1731
773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,34516.0,1588
719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,15987.0,1992
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,34516.0,1085
720198183,Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,2437.0,1718
780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,4557.0,985
711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,10949.0,829
789960783,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Silver,30,10398.0,1630
709556208,Existing Customer,40,F,3,College,Single,$40K - $60K,Silver,28,22361.0,1873
712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,3841.0,1411
794482158,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,32,34516.0,1954
780450708,Attrited Customer,58,M,1,College,Single,$120K +,Silver,45,34516.0,0
710016708,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Silver,26,10877.0,1802
709434408,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,26,5848.0,1481
778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,11552.0,1970
712447758,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,11901.0,2517
779435883,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,19,2273.0,0
719918358,Existing Customer,57,F,3,Graduate,Unknown,Less than $40K,Blue,36,3082.0,2507
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,41,9298.0,1898
719401158,Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,4136.0,0
778430733,Existing Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,25,12399.0,1461
717583908,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,45,15030.0,1395
823519458,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,6441.0,2151
712381683,Existing Customer,42,F,4,Unknown,Married,Unknown,Blue,36,7469.0,837
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,3569.0,1054
820936533,Existing Customer,47,M,3,Graduate,Unknown,Less than $40K,Blue,43,2781.0,1950
721227258,Existing Customer,51,M,1,Post-Graduate,Married,$120K +,Silver,31,34516.0,1991
771304383,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,33,4174.0,2507
717600483,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,23223.0,628
778865583,Existing Customer,46,M,3,Graduate,Married,Less than $40K,Blue,27,6954.0,1502
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,7136.0,2345
818280108,Existing Customer,43,F,4,High School,Single,Less than $40K,Blue,38,1820.0,0
716350008,Existing Customer,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2937.0,1633
778172583,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,6636.0,2399
719121708,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,31,31497.0,2192
714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,34516.0,0
788811558,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1959.0,1022
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,34516.0,989
719258433,Existing Customer,49,M,5,Graduate,Single,$60K - $80K,Blue,42,7801.0,2018
717895833,Existing Customer,55,M,3,College,Single,$120K +,Blue,44,6455.0,1837
711550983,Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,11343.0,1175
714077583,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,23981.0,593
720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K,Blue,33,2879.0,0
716725008,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,7667.0,2191
788824083,Existing Customer,41,M,2,Uneducated,Single,$120K +,Blue,24,34516.0,1022
716335983,Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,6713.0,1590
719157933,Existing Customer,51,M,2,Uneducated,Married,$120K +,Blue,40,10984.0,1429
716704158,Existing Customer,50,M,1,Doctorate,Married,$120K +,Blue,39,34516.0,2517
716258358,Existing Customer,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,23058.0,1534
827904183,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,36,17606.0,1377
820394733,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,34516.0,1464
716574033,Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,18000.0,1829
736786908,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,41,5550.0,2517
774099708,Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,1621.0,0
714282333,Existing Customer,49,F,4,College,Married,Less than $40K,Blue,36,3244.0,0
717471933,Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,27,5800.0,1434
818316108,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2550.0,1421
709838508,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,34516.0,1509
716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,10874.0,2415
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,13769.0,0
794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,17894.0,304
711370458,Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,15016.0,2016
788528958,Existing Customer,45,M,4,Graduate,Single,$120K +,Blue,38,9036.0,0
716745408,Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,12813.0,1998
771752508,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,29,4660.0,1844
788916933,Existing Customer,49,M,5,College,Married,$60K - $80K,Gold,35,34516.0,1064
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,13174.0,0
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,11210.0,1079
714422058,Existing Customer,42,M,3,Graduate,Single,$120K +,Blue,36,31639.0,2446
712191783,Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,34516.0,1634
716319258,Existing Customer,43,M,4,Uneducated,Single,$120K +,Blue,36,34516.0,1742
719813058,Existing Customer,44,F,5,Unknown,Married,Less than $40K,Blue,34,2490.0,1235
712351908,Existing Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,34,26438.0,1655
716742483,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,29,7504.0,1134
708160008,Existing Customer,44,M,1,Uneducated,Married,$120K +,Blue,33,34516.0,1058
709269708,Existing Customer,45,M,4,Graduate,Single,$120K +,Platinum,34,34516.0,1488
779098308,Existing Customer,51,F,2,College,Married,Unknown,Blue,32,15048.0,2517
717257658,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,9357.0,1942
775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,11548.0,0
788812608,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,8767.0,1684
711002058,Existing Customer,42,M,4,Unknown,Single,$40K - $60K,Blue,33,5306.0,2410
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,3608.0,2517
718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,15987.0,2065
790051758,Attrited Customer,50,M,2,Graduate,Single,$120K +,Blue,42,31782.0,0
772430733,Existing Customer,42,M,2,Graduate,Married,$120K +,Blue,32,34516.0,1440
713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,19107.0,933
820036533,Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,45,34516.0,1466
719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,21751.0,1573
711830433,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,7926.0,1051
807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46,34516.0,1279
718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,27984.0,1793
772725408,Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K,Blue,30,24499.0,2517
711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2221.0,1291
720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,5858.0,961
710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37,27318.0,2416
716986458,Existing Customer,44,F,3,High School,Single,Unknown,Blue,36,9766.0,1575
717382608,Existing Customer,59,M,1,Graduate,Single,$60K - $80K,Silver,36,26692.0,2517
825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,34516.0,913
717513933,Existing Customer,38,M,3,College,Single,$120K +,Blue,26,14938.0,0
789186858,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,41,33256.0,928
717658758,Existing Customer,49,M,4,Graduate,Single,$120K +,Silver,36,34516.0,0
715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,5791.0,1957
714975633,Existing Customer,51,F,2,High School,Single,Unknown,Blue,36,2319.0,1347
715396983,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,17698.0,1769
712624383,Existing Customer,52,M,4,College,Single,$80K - $120K,Silver,41,34516.0,1701
721335558,Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,36,6482.0,1686
711167808,Attrited Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,30,18975.0,0
713761608,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,34516.0,1652
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2479.0,1748
710489583,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,36,4941.0,1040
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,34516.0,2276
772098858,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,33,8230.0,1333
789304983,Existing Customer,44,M,0,Unknown,Married,$40K - $60K,Silver,34,22226.0,1864
779257233,Existing Customer,47,M,2,Uneducated,Single,$120K +,Blue,29,28852.0,1974
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,6893.0,1462
709418508,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,35,7653.0,1693
778439883,Existing Customer,50,M,1,High School,Unknown,$80K - $120K,Blue,31,26840.0,769
716063583,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,32,4549.0,2109
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,16828.0,2517
721053633,Existing Customer,45,M,2,College,Single,$40K - $60K,Blue,31,6530.0,1425
711559008,Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,28,11642.0,1501
718698558,Existing Customer,43,M,3,College,Single,$80K - $120K,Blue,34,5390.0,1324
770190258,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43,7037.0,0
709008708,Existing Customer,47,M,3,College,Married,Less than $40K,Blue,34,8390.0,0
823922208,Existing Customer,49,M,3,Unknown,Single,$60K - $80K,Blue,45,2122.0,1101
718457058,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,3442.0,2517
708472008,Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,6680.0,1839
710395233,Existing Customer,42,F,2,Graduate,Single,Unknown,Silver,36,34516.0,1066
716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,32,7244.0,2031
780108408,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,37,34516.0,1369
720962208,Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2476.0,2250
714019083,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,30,2019.0,803
721225083,Existing Customer,54,F,2,Unknown,Divorced,Less than $40K,Blue,36,8758.0,1511
819109308,Existing Customer,62,M,0,Graduate,Divorced,$60K - $80K,Blue,56,6103.0,2517
721029858,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,36,2166.0,1458
716762733,Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,40,3449.0,1634
710260983,Existing Customer,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2984.0,2512
793608258,Attrited Customer,54,F,3,Graduate,Single,Less than $40K,Silver,48,13432.0,0
719677758,Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,36,10830.0,2184
771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2673.0,0
794191008,Existing Customer,46,M,2,College,Married,$120K +,Blue,40,34516.0,1649
708905733,Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,20633.0,1989
788327358,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,54,9070.0,2097
751974258,Existing Customer,51,M,3,Unknown,Unknown,$120K +,Blue,44,11954.0,0
805516608,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,34516.0,925
720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4479.0,0
780114558,Existing Customer,50,M,1,High School,Married,Less than $40K,Blue,35,3968.0,2264
713090658,Existing Customer,58,F,2,Uneducated,Single,Unknown,Blue,44,2599.0,1407
718889508,Existing Customer,46,M,2,College,Divorced,$60K - $80K,Blue,37,10074.0,1223
824799108,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,10901.0,1874
788618208,Existing Customer,42,F,5,Unknown,Single,Less than $40K,Blue,30,8325.0,0
713133258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Silver,36,34516.0,2008
717370533,Existing Customer,40,M,3,Post-Graduate,Single,$120K +,Blue,26,34516.0,2088
720425508,Existing Customer,43,M,5,Graduate,Single,$80K - $120K,Blue,36,7196.0,696
712948383,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Gold,36,34516.0,0
712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,34516.0,1595
820330008,Existing Customer,46,M,5,High School,Married,$120K +,Blue,42,32926.0,1540
826150608,Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,18072.0,1378
779187783,Existing Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,38,24533.0,1813
720809358,Existing Customer,39,M,1,College,Unknown,$40K - $60K,Blue,32,4874.0,2317
714054408,Existing Customer,50,M,3,College,Unknown,$60K - $80K,Blue,42,12889.0,1822
789827208,Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,31,7531.0,1692
718308558,Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,37,1838.0,1155
801064833,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,30117.0,2129
719838558,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,5131.0,1484
714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Gold,36,34516.0,2517
718246458,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,45,24262.0,1984
710822808,Existing Customer,51,M,0,College,Single,$80K - $120K,Blue,33,34516.0,1228
791730183,Attrited Customer,38,F,2,College,Unknown,Less than $40K,Blue,32,7385.0,1817
709722858,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,20708.0,1357
712582983,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Silver,36,14057.0,1381
714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,34516.0,1132
711388458,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,36,17072.0,1519
796174983,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,25737.0,1168
712918083,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,33,2211.0,768
715459158,Existing Customer,35,F,4,High School,Unknown,Unknown,Blue,26,16950.0,0
712687083,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,24,15043.0,0
713003358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,29338.0,159
812443458,Existing Customer,57,M,4,Graduate,Single,$120K +,Blue,52,25808.0,0
712984983,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,30,2248.0,1853
708826158,Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,3670.0,1684
788725608,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,17,8861.0,1149
717559533,Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42,34516.0,1161
720443358,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,36,8014.0,1250
806694333,Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,39,2771.0,1779
709770408,Existing Customer,51,M,2,Graduate,Married,$120K +,Silver,36,34516.0,1702
718259433,Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40,8383.0,0
770705208,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Gold,30,15365.0,630
720655833,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2913.0,0
797898858,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34,4748.0,2085
779548008,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,35,34516.0,0
718388733,Existing Customer,38,F,1,College,Unknown,Less than $40K,Blue,32,2609.0,1259
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,11508.0,0
757863258,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,38,2396.0,887
711947358,Existing Customer,49,M,4,Uneducated,Married,$120K +,Blue,38,18991.0,1208
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,10908.0,0
814760358,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,14627.0,1997
710192283,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,36,2219.0,1180
718977483,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,46,25736.0,1388
712129158,Existing Customer,63,M,0,Uneducated,Single,$60K - $80K,Blue,36,7997.0,1096
714880533,Existing Customer,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2849.0,1741
808287408,Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40,29227.0,1151
709619433,Existing Customer,52,M,2,Doctorate,Married,$120K +,Blue,44,34516.0,1382
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,12458.0,1332
711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,7547.0,2477
717696333,Attrited Customer,44,M,4,Unknown,Married,$120K +,Blue,36,34516.0,0
820587258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Silver,40,10677.0,0
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47,2340.0,1612
779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26,23981.0,0
720735408,Existing Customer,44,F,4,Doctorate,Married,$40K - $60K,Blue,30,6329.0,1643
819160158,Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37,4960.0,1724
804601833,Existing Customer,44,M,2,High School,Unknown,$60K - $80K,Silver,39,34516.0,1601
714823308,Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35,15987.0,1973
711577458,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,36,3244.0,1855
